jan,ec_name,kaitori_name,kaitori_price,yahoo_price,shipping,profit,profit_rate,point_rate,effective_cost,effective_profit,effective_profit_rate,note,kaitori_url,category
4549995539073,★Appleストア版国内正規SIMフリー iPhone16 128GBウルトラマリン MYDU3J/A A3286新品未開封 本体 ♪9H硬度高質ガラスフィルムプレゼント,iPhone 16 128GB 青,108000,122580,600,-15180,-0.1238,0.05,116451,-9051,-0.0777,,https://www.kaitorishouten-co.jp/category/2/687,iPhone本体
4210201413042,ブラウン PL-5243 光美容器 シルクエキスパート Pro5 新生活 プレゼント ギフト,BRAUN 脱毛器 シルク・エキスパート Pro5 PL5243,29000,39980,600,-11580,-0.2896,0.05,37981,-9581,-0.2523,,https://www.kaitorishouten-co.jp/category/3/434,ボディシェーバー
4974305230508,象印マホービン　ZOJIRUSHI　炊飯器 5.5合 豪熱大火力 IHジャー 黒まる厚釜 スレートブラック　NW-QB10,象印 炊飯器 豪熱大火力 NW-QB10-BZ [スレートブラック],19200,29918,600,-11318,-0.3783,0.05,28422,-9822,-0.3456,,https://www.kaitorishouten-co.jp/category/3/473,炊飯器本体
4549995677638,★Apple国内正規SIMフリー iPhone17e 512GB ブラック MHRR4J/A A3575 新品未開封 本体 ♪9H硬度高質ガラスフィルムと透明ケースプレゼント,iPhone 17e 512GB 黒,117000,133500,600,-17100,-0.1281,0.05,126825,-10425,-0.0822,,https://www.kaitorishouten-co.jp/category/2/725,iPhone本体
4549995648300,★Apple国内版SIMフリー iPhone17Pro 256GB コズミックオレンジ MG864J/A A3522 新品未開封 本体 eSIM専用端末♪高質ガラスフィルムと透明ケースプレゼント,iPhone 17 Pro 256GB 橙,177000,196800,600,-20400,-0.1037,0.05,186960,-10560,-0.0565,,https://www.kaitorishouten-co.jp/category/2/17,iPhone本体
4549995647525,★Appleストア版 国内SIMフリー iPhone Air 256GB ライトゴールド MG294J/A A3516 新品未開封 本体  eSIM専用端末♪高質ガラスフィルムと透明ケースプレゼント,iPhone Air 256GB 金,137000,154800,600,-18400,-0.1189,0.05,147060,-10660,-0.0725,,https://www.kaitorishouten-co.jp/category/2/709,iPhone本体
4549995647518,★Appleストア版 国内SIMフリー iPhone Air 256GB クラウドホワイト MG284J/A A3516 新品未開封 本体  eSIM専用端末♪高質ガラスフィルムと透明ケースプレゼント,iPhone Air 256GB 白,137000,154800,600,-18400,-0.1189,0.05,147060,-10660,-0.0725,,https://www.kaitorishouten-co.jp/category/2/709,iPhone本体
4549995433210,◆キャンペーン《SIMロック解除済》※判定〇【美品】【中古】 docomo iPhone 15 Pro Max 512GB　[ブラックチタニウム]　MU6U3J/A  白ロム 6.7型（SIMフリー）,iPhone 15 Pro Max 512GB 黒,113000,129800,600,-17400,-0.1341,0.05,123310,-10910,-0.0885,要確認: 中古,https://www.kaitorishouten-co.jp/category/2/670,iPhone本体
4549995648324,★Apple国内版SIMフリー iPhone17Pro 512GB シルバー MG894J/A A3522 新品未開封 本体 eSIM専用端末♪高質ガラスフィルムと透明ケースプレゼント,iPhone 17 Pro 512GB 銀,212000,234500,600,-23100,-0.0985,0.05,222775,-11375,-0.0511,,https://www.kaitorishouten-co.jp/category/2/17,iPhone本体
4549995429282,【中古】Apple 国内版 【SIMフリー】 iPhone 15 Pro 512GB ブラックチタニウム MTUH3J/A【池袋東口】保証期間１ヶ月【ランクC】,iPhone 15 Pro 512GB 黒,95000,111980,600,-17580,-0.157,0.05,106381,-11981,-0.1126,要確認: 中古,https://www.kaitorishouten-co.jp/category/2/669,iPhone本体
4969929261397,BOSE　完全ワイヤレスイヤホン Bose Ultra Open Earbuds [ ワイヤレス (左右分離)/ Bluetooth 対応 ] DESERT GOLD　ULTRAOPENEGLD,イヤホン・ヘッドホン Bose Ultra Open Earbuds DESERT GOLD,18000,31680,600,-14280,-0.4508,0.05,30096,-12696,-0.4219,,https://www.kaitorishouten-co.jp/category/3/113,イヤホン本体
4974305230423,象印マホービン NW-WB10-BZ 圧力IH炊飯ジャー 5.5合炊き スレートブラック,象印 炊飯器 豪熱大火力 NW-WB10-BZ [スレートブラック],36500,51524,600,-15624,-0.3032,0.05,48948,-13048,-0.2666,,https://www.kaitorishouten-co.jp/category/3/473,炊飯器本体
4549995648317,★Apple国内版SIMフリー iPhone17Pro 256GB ディープブルー MG874J/A  A3522 新品未開封 本体 eSIM専用端末♪高質ガラスフィルムと透明ケースプレゼント,iPhone 17 Pro 256GB 青,177000,199800,600,-23400,-0.1171,0.05,189810,-13410,-0.0706,,https://www.kaitorishouten-co.jp/category/2/17,iPhone本体
4549995433166,【中古】Apple docomo 【SIMフリー】 iPhone 15 Pro Max 256GB ブルーチタニウム MU6T3J/A【新宿東口】保証期間１ヶ月【ランクC】,iPhone 15 Pro Max 256GB 青,103000,121980,600,-19580,-0.1605,0.05,115881,-13481,-0.1163,要確認: 中古,https://www.kaitorishouten-co.jp/category/2/670,iPhone本体
0622356391450,4%OFF Shark 公式 TURBOBLADE ハイパワータワーファン TF200SJ BLDCモーター 静音 サーキュレーター 首振り 扇風機 羽なし リモコン dcモーター,Shark 扇風機 TURBOBLADE TF200SJBK [チャコールグレー],18700,33550,600,-15450,-0.4605,0.05,31872,-13772,-0.4321,,https://www.kaitorishouten-co.jp/category/3/470,扇風機本体
4549995648294,★Apple国内版SIMフリー iPhone17Pro 256GB シルバー MG854J/A A3522 新品未開封 本体 eSIM専用端末♪高質ガラスフィルムと透明ケースプレゼント,iPhone 17 Pro 256GB 銀,178000,201780,600,-24380,-0.1208,0.05,191691,-14291,-0.0746,,https://www.kaitorishouten-co.jp/category/2/17,iPhone本体
4549995429299,【中古】Apple docomo 【SIMフリー】 iPhone 15 Pro 512GB ホワイトチタニウム MTUJ3J/A【新宿2】保証期間１ヶ月【ランクC】,iPhone 15 Pro 512GB 白,95000,114980,600,-20580,-0.179,0.05,109231,-14831,-0.1358,要確認: 中古,https://www.kaitorishouten-co.jp/category/2/669,iPhone本体
4549995649291,★Apple 国内版 SIMフリー iPhone17ProMax 256GB コズミックオレンジ MFY94J/A A3525 新品未開封 本体 eSIM専用端末♪高質ガラスフィルムと透明ケースプレゼント,iPhone 17 Pro Max 256GB 橙,192500,217800,600,-25900,-0.1189,0.05,206910,-15010,-0.0725,,https://www.kaitorishouten-co.jp/category/2/17,iPhone本体
4549995649307,★Apple 国内版 SIMフリー iPhone17ProMax 256GB ディープブルー MFYA4J/A A3525 新品未開封 本体 eSIM専用端末♪高質ガラスフィルムと透明ケースプレゼント,iPhone 17 Pro Max 256GB 青,192500,217800,600,-25900,-0.1189,0.05,206910,-15010,-0.0725,,https://www.kaitorishouten-co.jp/category/2/17,iPhone本体
4549995649345,★Apple 国内版 SIMフリー iPhone17ProMax 1TB シルバー  MFYF4J/A A3525 新品未開封 本体 eSIM専用端末♪高質ガラスフィルムと透明ケースプレゼント,iPhone 17 Pro Max 1TB 銀,261500,290800,600,-29900,-0.1028,0.05,276260,-15360,-0.0556,,https://www.kaitorishouten-co.jp/category/2/17,iPhone本体
4549995649284,★Apple 国内版 SIMフリー iPhone17ProMax 256GB シルバー  MFY84J/A A3525 新品未開封 本体 eSIM専用端末♪高質ガラスフィルムと透明ケースプレゼント,iPhone 17 Pro Max 256GB 銀,193000,218700,600,-26300,-0.1203,0.05,207765,-15365,-0.074,,https://www.kaitorishouten-co.jp/category/2/17,iPhone本体
4549995525663,★Appleストア版 国内正規SIMフリー iPhone16Plus 256GB ホワイト MXVH3J/A A3289 新品未開封 本体 ♪9H硬度高質ガラスフィルムと透明ケースプレゼント,iPhone 16 Plus 256GB 白,123000,145080,600,-22680,-0.1563,0.05,137826,-15426,-0.1119,,https://www.kaitorishouten-co.jp/category/2/688,iPhone本体
4549995649352,★Apple 国内版 SIMフリー iPhone17ProMax 1TB コズミックオレンジ MFYG4J/A A3525 新品未開封 本体 eSIM専用端末♪高質ガラスフィルムと透明ケースプレゼント,iPhone 17 Pro Max 1TB 橙,260000,289800,600,-30400,-0.1049,0.05,275310,-15910,-0.0578,,https://www.kaitorishouten-co.jp/category/2/17,iPhone本体
4573637012846,三菱電機 MITSUBISHI IHジャー炊飯器 5.5合炊き 白亜麻 NJ-VP10H-W,三菱電機 炊飯器 備長炭 炭炊釜 NJ-VP10H-W [白亜麻],25000,43780,600,-19380,-0.4427,0.05,41591,-17191,-0.4133,,https://www.kaitorishouten-co.jp/category/3/471,炊飯器本体
4549995433319,iPhone 15 Pro Max 512GB SIMフリー 中古 スマホ スマートフォン Cランク 本体 即日発送,iPhone 15 Pro Max 512GB 灰,113000,140000,600,-27600,-0.1971,0.05,133000,-20600,-0.1549,要確認: 中古,https://www.kaitorishouten-co.jp/category/2/670,iPhone本体
4549995433111,【中古】Apple 国内版 【SIMフリー】 iPhone 15 Pro Max 256GB ナチュラルチタニウム MU6R3J/A【ECセンター】保証期間１ヶ月【ランクA】,iPhone 15 Pro Max 256GB 灰,103000,129980,600,-27580,-0.2122,0.05,123481,-21081,-0.1707,要確認: 中古,https://www.kaitorishouten-co.jp/category/2/670,iPhone本体
4549995525762,★アップル / APPLE iPhone 16 Plus 256GB SIMフリー [ウルトラマリン] (SIMフリー)【スマートフォン】【送料無料】,iPhone 16 Plus 256GB 青,123000,151300,600,-28900,-0.191,0.05,143735,-21335,-0.1484,,https://www.kaitorishouten-co.jp/category/2/688,アンドロイドスマートフォン
4549995525618,【あすつく、土日、祝日発送、店舗受取可】新品未開封品【Nランク】Appleストア版SIMフリー iPhone16 Plus 256GB ブラック MXVG3J/A Apple A3289 4549995525618,iPhone 16 Plus 256GB 黒,123000,151980,600,-29580,-0.1946,0.05,144381,-21981,-0.1522,,https://www.kaitorishouten-co.jp/category/2/688,iPhone本体
4549995430394,【超美品・Aランク】電池83％以上 SIMフリー iPhone15 128GB ブラック,iPhone 15 128GB 黒,52000,79800,600,-28400,-0.3559,0.05,75810,-24410,-0.322,,https://www.kaitorishouten-co.jp/category/2/667,iPhone本体
4549995430417,iPhone 15 128GB SIMフリー 中古 スマホ スマートフォン Cランク 本体 即日発送,iPhone 15 128GB 桃,52000,80000,600,-28600,-0.3575,0.05,76000,-24600,-0.3237,要確認: 中古,https://www.kaitorishouten-co.jp/category/2/667,iPhone本体
4549995433067,【中古】【赤ロム保証あり】Apple 楽天モバイル 【SIMフリー】 iPhone 15 Pro Max 256GB ホワイトチタニウム MU6Q3J/A【ECセンター】保証期間１ヶ月【ランクA】,iPhone 15 Pro Max 256GB 白,103000,134980,600,-32580,-0.2414,0.05,128231,-25831,-0.2014,要確認: 中古,https://www.kaitorishouten-co.jp/category/2/670,iPhone本体
4549995433463,【中古】Apple 国内版 【SIMフリー】 iPhone 15 Pro Max 1TB ホワイトチタニウム MU703J/A【宇田川】保証期間１ヶ月【ランクC】,iPhone 15 Pro Max 1TB 白,118000,153980,600,-36580,-0.2376,0.05,146281,-28881,-0.1974,要確認: 中古,https://www.kaitorishouten-co.jp/category/2/670,iPhone本体
4549995430455,【中古】Apple 国内版 【SIMフリー】 iPhone 15 128GB ブルー MTML3J/A【ECセンター】保証期間１ヶ月【ランクA】,iPhone 15 128GB 青,52000,84980,600,-33580,-0.3952,0.05,80731,-29331,-0.3633,要確認: 中古,https://www.kaitorishouten-co.jp/category/2/667,iPhone本体
4549995430516,iPhone 15 256GB SIMフリー 中古 スマホ スマートフォン Bランク 本体 即日発送,iPhone 15 256GB 桃,62000,99000,600,-37600,-0.3798,0.05,94050,-32650,-0.3472,要確認: 中古,https://www.kaitorishouten-co.jp/category/2/667,iPhone本体
4549995433517,iPhone 15 Pro Max 1TB SIMフリー 中古 スマホ スマートフォン Bランク 本体 即日発送,iPhone 15 Pro Max 1TB 灰,118000,161000,600,-43600,-0.2708,0.05,152950,-35550,-0.2324,要確認: 中古,https://www.kaitorishouten-co.jp/category/2/670,iPhone本体
4549995431704,「新品 未開封品 」SIMフリー iPhone15 Plus 128GB ブラック,iPhone 15 Plus 128GB 青,62000,127955,600,-66555,-0.5201,0.05,121557,-60157,-0.4949,,https://www.kaitorishouten-co.jp/category/2/668,iPhone本体
4549995431650,[新品未開封] SIMフリー iPhone15 Plus [イエロー][128GB]   [国内正規品] [メーカー保証付],iPhone 15 Plus 128GB 黄,62000,131364,600,-69964,-0.5326,0.05,124796,-63396,-0.508,,https://www.kaitorishouten-co.jp/category/2/668,iPhone本体
4549995433012,iPhone15 Pro Max 256GB APPLE SIMフリー 新品未開封 APPLE版SIMフリーorキャリア判定○品,iPhone 15 Pro Max 256GB 黒,103000,176980,600,-74580,-0.4214,0.05,168131,-65731,-0.391,,https://www.kaitorishouten-co.jp/category/2/670,iPhone本体
